Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,lang,topic
Cards and Castles 2,beautiful dcgboardgame nice functional aesthetic play pretty much every single dcgccg past year definitely one great one think hearthstone meet duelyst edit th march large rework patch come change pretty much every single card game slow aggrogameplay fantastic change update original review value underneath match extremely fair amount pack throw play I think I get something like pack right first h session easy access card feel pay win card deck choose faction third count neutral goal rekt health base building know castle opponent middle field hearthstone mana mechanics treasures mana reset end turn take space hand hearthstone mulligan nice variety deck nice variety room player mistake due board mechanic damage trade attack unit move space main direction also attack diagonally attack end unit action move first attack positional gameplay play huge role even miniscule peasant block godzilla attack end unit turn nice amount keyword x grid wide height summon unit building column side,153,992,-0.023645503,8.663688,-2.0418117,en,0
Summon Masters,edit install card castle free well every sense possible one dcg boardgame game lane base autobattler combine constant progression mechanic deck certainly well follow day today due early reward mechanic build deck card max two copy card exclude legendarie one copy card either unit spell majority deck always consist unit three lane summon unit first three square mana instead card cooldown timer every turn every single card hand get turn cooldown play card though maximum hand size turn draw two card turn fatigue mechanic kick I never see game past turn great mechanic cooldown mechanic instead mana fantastic mention plethora keyword ton different unit constantly something plenty way improve collection dev full chinese mode flood review fake review one edit time uninstall play mostly bot bot soon ridiculously level card opponent level legendarie level epic level common ridiculous ruin experience paygrindwall game tell unit would move far reach learn melee range range unit x attack range past unit always attempt stay max range pay win however enjoy game ten hour without feel horrible uxui experience menu close left corner back x right side change resolution automatically close game include choose resolution already choose fullscreen work I option ingame chat people say altenter work I horrible uxui experience also gazillion different menu resource korean mobile game way I would support dev purchase first purchase I even get ui open attempt load something screen appear time chest mechanic always meh utterly mobile double time chest mechanic timer keep run away game even open chest reward hour pointless lousy translation typo even yet I still consider game mechanic proper early game certainly enjoyable hour enjoyable gameplay free bad deal I recommend game due infernal repetitive task pay win throw way,287,1825,-0.024299987,8.405279,-2.1595502,en,0
Moonring,edit I instal find issue I think first dungeon area I suppose go northern graveyard beyond locked door well get town enjoy game I find game simplistic free definitely worth poke original negative review someone absolutely love roguelike traditional turn base like nethack adom tale majeyal sword star pit one feel utterly foolish difficulty unplayable level I two dungeon run time I die first five enemy without chance survival I take dozen step dungeon I see reason play third run getting kill hit without chance get enemy without gear loot terrible experience,92,561,0.004253228,9.352815,-0.9290103,en,0
Brotato,perfect little game try survive quick wave enemy keep upgrade choose character numerous way level stat upgrade gear gear set bonus I suggest run run difficulty first clear unlock difficulty level clear game certain difficulty give good balance difficulty curve even play perfectly strategic yet skill base ridiculous amount unlock ton player decision run level purchase reroll autoattack work absolutely flawlessly sound great health bar option durable nonboss enemy hour I think enemy could look bit different alternative skin enemy role would perfectly fine option,85,566,-0.051123623,9.021725,-0.7210084,en,0
Centipede Gun,disappointment like snkrx lot well game nice idea modular centipede building block lack variety progression feel meh,17,116,-0.053836774,8.437277,-0.52558565,en,0
Bounty of One,I leave neutral player make choice run coop option weird game logic I understand daynight cycle different mode slow progression run feel like chore absolutely dreadful music,27,173,0.08859688,11.460399,1.4685483,en,0
REPLIKATOR,I leave neutral since possible I go recommend I like main issue I game feel like shooter instead sort emergent roguelike upgrade feel meaningful run many progress simply base get far run instead get powerful I like bad trailer convey well matter multiple weapon unlock still play two weapon matter actual gameplay,52,313,-0.01378352,7.561232,-0.6627966,en,0
Towers Deck,unpolishe many way language uxui experience example card various icon explain I idea value since art explain either terrible experience refund,21,142,-0.049485687,9.112226,-0.58714795,en,0
Mystic Gate,lousy execution I idea anyone could call hidden gem really many positive thing say look semi ok lack unified style I get two weapon drop nothing else minute run,29,160,-0.094040625,9.4924135,2.001649,en,0
Gunlocked,unique simple gameplay aim weapon move similar vampire survivor etc except classic shootemup player choice play huge role pilot unlock dozen unique starting weapon ability unlock buy downloadable content base game music I stand retro beepbeep,36,242,-0.049867414,10.747632,-1.7268679,en,0
For The Warp,audiovisual map extremely unbalanced enjoyable experience simply spend time polish great game sadly,13,99,0.09203527,9.193281,0.28989092,en,0
Critadel,sure play keyboard mouse instead gamepad play pretty much every single roguelikelite definitely top action base gameplay combine lot player choice make perfect mix emergent gameplay strategic choice player tops weapon trait eg pistol rifle energy burn nature work similar eg teamfight tactic weapon least two trait five trigger one multiple three tier mean gain perk well related effect eg rifle fire rate rifle rifle progress certain boss first time permanently unlock plethora new weapon attachment weapon mod artifact extremely polished gameplay gamepad require rebind button triggersshoulder button enable aim fire time control nitpick menu gamepad option select move gamepad weird little thing player decision matter open one door close another weapon attachment artifact perk route take etc fantastic audiovisual weapon feel sound different push encounter boss first time tend seem like real bullet sponge idea get proper build go synergy eventually skip floor never worth since lose much resource possible dropsartifact etc I always run full run floor teleport mechanic feel bad,163,1085,-0.004390735,8.112817,-1.3947421,en,0
Tiny Survivors,well free play well major issue really replayability way something like vampire survivor,13,88,-0.082304545,10.824891,-1.7347332,en,0
CRYPTARK,I leave neutral review suppose I lean positive score positive feel like way go consider cost solely reason I also write review tldr I game good fun enough although I absolutely love roguelike premise really interesting action base roguelike complete various mission mothership derelict mission always end destroy core ship end mission great combat great sfxs great vo handle play well hickup stutter anykind downside game constant race clock various mothership system enable derelict various defensive feature long alive problem lie constant hindering player really feel fun play game feel like untangle tight knot I personally get kick shuffle system shuffle location every mothership system every minute repair system repair system time destroy shield system prevent damage completely destroy alarm system rush various enemy area force spend time nuclear system explode massive aoe tend prevent pass grow linger various factory keep generate different sized enemy drone juggernaut door system unlock locked door normally require consumable key open flak system enable unkillable turret outer hull ship home ammo hazard system enable mine various hazard like move blade plasma thrust etc possibly bad jammer prevent set waypoint prevent see ship blueprint essentially force first scout ship see route shufle system onboard game focus feelgood progress instead hinder player every possible turn new tech salvageunlock ship essentially main goal even get campaign progress alientrap make completely different game use enginecombatitemization even player fight clock annoying system,233,1580,0.033488166,7.793179,-1.7179401,en,0
