game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
Surviving Mars,try free weekend I really want like I find way frustrating fun ui lay inefficient manner everything building relate bury submenus thing use rarely like tech tree go graph view prominent alwaysonscreen button inconsistent function button building info panel equally frustrating size shape generally location functionality toggle upgrade command wait period first colonist arrival allow bring mean ton time spend nothing quickly reach point anything else get colonist start self sufficient spam ship earth laden stuff need unsatisfying feel completely dependent add general feeling helplessness boredom initial colonist wait period beyond initial repetitive task start build base quickly realize absolute pain ass build anything building damage zone hurt building close zone show go put new building memorize range guestimate placement order exploit resource unreasonably spread either build duplicate every basic building lie ton wire pipe block hex place drone allocate need manually couple whatever control building reach job even overlap control area fact connect drone support area form mesh network would make sense importantly would waste player time shuffle drone around drone issue pretty typical problem game unnecessarily tedious focus micromanagement task really fun I want manually reallocate super sad worker dumb swap job well one open I want shuffle drone around I want constantly tell mining truck go find new deposit I want memorize bad spot build ui show I build I want spend first minute ship good earth wait allow import enough colonist actually run building I totally afford build like take frustrating part planetbase offworld trading company aven colony wrap bad ui,255,1687,0.03338941,10.915024,11.966077
Surviving Mars,I love game absolutely still bit barebone upcoming content workshop soon make even glorious random event fun big challenge keep colony go need full undivided attention,26,167,-0.021529198,12.008381,10.333455
Surviving Mars,I simply play game excellent literally unhealthy I game activate one turn urge strongly game I play like hour melt away I leave wonder heck happen I business meeting oh man I incredible idiot I think I recommend well self control I like simstyle game hard imagine one least fun bad nicotine game,53,295,0.024039589,12.757062,10.615951
Doki Doki Literature Club!,game free therapist,3,19,-0.047718484,13.614096,8.287517
Doki Doki Literature Club!,I see psychological horror tag I surprised cute game like psychological horror I see I talk girl yeah real scary stuff also apparently bunch kill hang kawai character cool,29,171,-0.035065655,11.89599,7.8664093
Doki Doki Literature Club!,incredible,1,10,-0.11744473,14.803923,5.2117276
Doki Doki Literature Club!,even though I hate visual novel game pretty great pass first part game experience go amazing meta narrative sufficient choice path weird writing style game deserve time plus free,29,178,0.023404682,11.397497,9.45949
Doki Doki Literature Club!,I really fast reader play minute quite extreme pace pick girl read poem boring fuck pretty sure slow reader would somewhere minute nothing captivate point I go waste time I interest iin play something look like random anime matter different would turn eventually game hook I start certainly,48,290,0.03939077,12.464974,10.454945
Doki Doki Literature Club!,creepy creepy hell I play much horror game I scare mod creepy original creepy mod photosensetive illness I really recommend game congratulation team salvato I starve new game,28,174,-0.04653976,11.83909,7.9273844
Lethal Company,clownf,1,6,0.03164901,14.040733,5.805923
Lethal Company,wish get chase beautiful girl little girl fuck,8,46,-0.021876082,12.8600445,7.155757
Lethal Company,happen buddy eric,3,17,0.037417877,14.29572,6.1974597
Lethal Company,boring extremely simple unfinished unpolished game overwhelmingly positive mislead,9,82,0.010456314,13.80478,8.401201
Lethal Company,funnny I lov mucjh,4,18,-0.11049774,13.745462,6.3597846
Lethal Company,pretty interesting idea since I love loot great I however game really balanced feel bit pointless objective real target danger lose everything even problem I mention game pretty interesting fun play friend I would recommend use mod make well I hope developer add interesting feature make game enjoyable future game deserve try least even state especially price,57,360,-0.083237685,11.42759,11.070857
Lethal Company,I love I lose I hear scream walkie talkie static would,11,54,-0.12558433,12.140841,7.5334697
Lethal Company,much fun,2,8,-0.022783486,15.236367,6.560159
Fights in Tight Spaces,pretty interesting concept fun playstyle short amount time pick card build deck puzzle style level interesting concept however I point huge balancing issue since card useless side quest complete different card selection also randomization everything really big problem like card shuffle card choice ability choice right card draw get hit first movement matter unfortunately balance bad luck bit frustrating card explain clearly try figure bit annoying lot card deck enemy though plus music fun first get annoying since many song imagine story I think need sum I think worth try several hour especially price,94,607,-0.03653881,11.669764,12.230643
Fights in Tight Spaces,horrible,1,8,-0.024966527,14.573106,5.7846518
Fights in Tight Spaces,excellent deck builder game sort like spy martial art version slay spire I think I like well slay spire say something since game consume I full week,27,148,-0.07477421,11.722259,11.892099
Fights in Tight Spaces,original tactical roguelike deckbuilder good job recreate fight style famous indonesian martial art film raid train fight james bond movie spectre basically brutal hand hand fight cramp space,28,191,-0.110379934,11.635591,11.823365
Max Payne 3,buyyyy,1,6,-0.10366832,15.219508,8.840804
Max Payne 3,good story drive frame per second game history I replay awesome intense story time completion game reference history museum year come,21,133,0.012688773,11.77074,8.968377
Max Payne 3,game save life I exwife I daughter together adopt son together year old go separation I find lose miserable I self destructive I get mad one day everything spiral control I punch concrete moment overwhelming emotion cause I break th metacarpal right hand work hand game hand hand I hold carry child bed hand I desperately need make sure I could continue provide learn severity selfinflicte damage I borderline suicidal keep mind month I happy man history depression anxiety I never fit rage one break cry I low spot really bury I able see light side nothing well I search game I could play one handed I recover I somehow stumble upon game read review I decide worth shot I must admit I beat game play nearly long fact I may play game day two say I new find joy hope life I able put behind I pain suffering cast I I able experience people joy happiness I able see fruit labour I relax whole minute music long enough realise I go okay come realisation I turn game I go back work hurt hand like hell I motivate I stop feel damn sorry I become father I need moment weak boy I behave today I close friend kid mother fight argue say hurtful thing parent friend I kid third child wait also year old woman I go similar situation time separation stumble life unexpectedly relationship year happy together moral story never know life hold store I would give odd stack I I would I today silly little game help I realise thank,262,1414,-0.023622112,10.649049,11.847985
